name;brand;type;rating_value;rating_count;year;segment;perfumers;families;top_notes;middle_notes;bottom_notes;users_notes;url
Tufi Duek;Forum;Туалетная вода;0;;2000;;[];['chypre', 'floral'];['aldehydes', 'bergamot', 'lemon', 'mandarin'];['frezija', 'kokos', 'peach', 'water-lily', 'zamsha', 'green-notes'];['dubovyj-moh', 'kozha', 'mahagonys', 'musk', 'pachuli', 'vanil', 'virginia-cedar'];[];https://aromo.ru/fragrance/forum-n-tufi-duek-93854/
Ibdaa;Arabiyat;;0;;;;[];['wood', 'east'];[];['oud', 'oriental-notes'];[];[];https://aromo.ru/fragrance/arabiyat-ibdaa-932835/
Ville de Francfort - Haus zum Wurzgarten 1732;Albrecht;Парфюмерная вода;0;;;;[];['floral', 'east'];['cardamom', 'trava'];['ilang-ilang', 'iris', 'lily-of-the-valley', 'rose', 'jasmine'];['musk', 'pachuli', 'vetiver'];[];https://aromo.ru/fragrance/albrecht-ville-de-francfort-_-haus-zum-wurzgarten-1732-96041/
Firenze 2015;Enrico Coveri;Туалетная вода;0;;2015;mass-market;[];['fruit', 'floral'];['bergamot', 'chernika', 'raspberry', 'neroli', 'pink-pepper', 'smorodina'];['violet', 'rose', 'siren', 'jasmine'];['ilang-ilang', 'musk', 'sandal'];[];https://aromo.ru/fragrance/enrico-coveri-firenze-_2015-919257/
Woden's Charm;Deep Midnight Perfumes;;0;;2014;;[];['floral', 'aromatic'];[];['artemizija-polyn', 'bukovitsa', 'floral-notes', 'drevesnyje-noty', 'dubovyj-moh', 'fenkhel', 'jablonevyj-cvet', 'krapiva', 'romashka', 'timjan'];[];[];https://aromo.ru/fragrance/deep-midnight-perfumes-woden_s-charm-97784/
Young;Derbe;Духи / Экстракт;0;;;;[];['fruit', 'floral'];[];['fruity-notes'];[];[];https://aromo.ru/fragrance/derbe-young-98324/
You're the Fire Musk;Yardley;Парфюмерная вода;0;;;mass-market;[];['musk'];[];['musk'];[];[];https://aromo.ru/fragrance/yardley-you_re-the-fire-musk-98356/
Cocoa Pumpkin;Firebird Bath & Body;;0;;2016;;[];['gourmet'];[];['citruses', 'drevesnyje-noty', 'lavender', 'spices', 'temnyj-shokolad', 'tykva', 'vanil'];[];[];https://aromo.ru/fragrance/firebird-bath--body-cocoa-pumpkin-373674/
Violette Ducale;L.T. Piver;;0;;1900;;[];['wood', 'floral', 'powdery'];[];['violet', 'sandal'];[];[];https://aromo.ru/fragrance/l-t-piver-violette-ducale-420481/
No. 3 Ex Boyfriend Tears;Loly In The Sky;Ароматная дымка;0;;2016;niche;[];['floral', 'east'];['bergamot', 'krasnaja-smorodina', 'pink-grapefruit'];['cardamom', 'orchid'];['ambra', 'red-cedar', 'vanil'];[];https://aromo.ru/fragrance/loly-in-the-sky-no_-3-ex-boyfriend-tears-485645/
Platinum;Apple Parfums;;0;;;mass-market;[];['fern'];[];['geranium', 'ladan', 'lavender', 'rozmarin', 'sage'];[];[];https://aromo.ru/fragrance/apple-parfums-platinum-495283/
Iris di Firenze No. 2;I Profumi di Firenze;;0;;;;[];['fern', 'fruit'];['anise', 'apelsinovyj-cvet-flerdoranzh'];['hyacinth', 'iris', 'orchid', 'peach', 'zelenoje-jabloko', 'jasmine'];['drevesnyje-noty', 'geliotrop'];[];https://aromo.ru/fragrance/i-profumi-di-firenze-iris-di-firenze-no_-2-539051/
Aire 02;Jequiti;;0;;2017;;[];['fern'];['bergamot', 'lavender', 'sage'];['pachuli', 'pepper', 'rose'];['kozha', 'coumarin', 'sandal', 'vetiver'];[];https://aromo.ru/fragrance/jequiti-aire-02-542697/
League of Iconic Down the Coast;Pull & Bear;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/code-5400-league-of-iconic-down-the-coast/
Fragrance Department Aromatic 011;Mango;Туалетная вода;0;;;mass-market;[];['citrus', 'green', 'wood', 'sea'];['dyna', 'grapefruit', 'cardamom', 'lemon', 'mandarin'];['morskije-noty', 'green-notes'];['ambra', 'musk', 'vetiver'];[];https://aromo.ru/fragrance/fragrance-department-aromatic-011/
One Wish Femme;Parisvally;Парфюмерная вода;0;;;;[];['floral', 'east'];[];['pachuli', 'rose', 'vanil'];[];[];https://aromo.ru/fragrance/parisvally-one-wish-femme-perfume-water-eau-de-parfum-613417/
Istanbul Roses;Abdul Samad Al Qurashi;Масляные духи;0;;;;[];['floral'];[];['rose'];[];[];https://aromo.ru/fragrance/abdul-samad-al-qurashi-istanbul-roses-64751/
Aghoras;Kolmaz;Парфюмерная вода;0;;2017;;[];['water', 'fern'];[];['drevesnyje-noty', 'pachuli', 'oud'];[];[];https://aromo.ru/fragrance/kolmaz-aghoras-1249553/
Orchis;Yardley;;0;;1940;;[];[];[];[];[];[];https://aromo.ru/fragrance/yardley-orchis-78808/
Padme Lotus;DSH Perfumes;;0;;;;[];['floral'];['red-orange', 'neroli', 'osmantus', 'tuberoza'];['tagetes', 'rose'];['list-fialki', 'vetiver'];[];https://aromo.ru/fragrance/dsh-perfumes-padme-lotus-79580/
Parisian Charm;Calgon;Ароматная дымка;0;;;;[];['floral'];[];['floral-notes'];[];[];https://aromo.ru/fragrance/calgon-parisian-charm-80072/
Маша и Медведь Мечты Сбываются!;Art Parfum;Ароматная дымка;0;;2014;mass-market;[];['fruit', 'floral'];['floral-notes'];['fruity-notes'];['vanil'];[];https://aromo.ru/fragrance/art-parfum-masha-i-medved-mechty-sbyvayutsya-fragrant-haze-fragrance-mist-2010511/
Patchouli;Collines de Provence;Туалетная вода;0;;;;[];['wood', 'amber'];['clary-sage'];['ambra', 'pachuli'];['ambra', 'musk', 'pachuli', 'vanil'];[];https://aromo.ru/fragrance/collines-de-provence-patchouli-80376/
Petit Amour;Ava Luxe;;0;;2000;;[];[];[];[];[];[];https://aromo.ru/fragrance/ava-luxe-petit-amour-81015/
Pros & Cons;Юдиф;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/judith-pros-_-cons-82744/
Rare Flowers - #0501 Tuberose;CB I Hate Perfume;;0;;2013;;[];[];[];[];[];[];https://aromo.ru/fragrance/cb-i-hate-perfume-rare-flowers-_-_0501-tuberose-83619/
Kevin Spirit;Cannon;;0;;;;[];['fern'];[];['bergamot', 'cardamom', 'nutmeg'];[];[];https://aromo.ru/fragrance/cannon-kevin-spirit-943479/
Sabbia Calda Del Deserto;Il Profumiere;;0;;2014;;[];[];[];[];[];[];https://aromo.ru/fragrance/il-profumiere-sabbia-calda-del-deserto-85975/
Satyr;Parfums d'Armando Martinez;Парфюмерная вода;0;;2007;;[];[];[];[];[];[];https://aromo.ru/fragrance/parfums-darmando-martinez-satyr-86696/
Tea Rose;West Third Brand;Туалетная вода;0;;;natural-perfumes;[];['floral'];[];['violet', 'ilang-ilang', 'mandarin', 'musk', 'pachuli', 'peony', 'rose', 'jasmine', 'lily'];[];[];https://aromo.ru/fragrance/west-third-brand-smell-good-daily-_-tea-rose-88788/
Something Blue;Gourielli;Парфюмерная вода;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/gourielli-something-blue-89239/
Sudrabotais Ledus;Dzintars;Одеколон;0;;;;[];['fern', 'wood'];['grapefruit'];['cloves', 'iris', 'vetiver'];['juniper', 'nutmeg', 'musk'];[];https://aromo.ru/fragrance/dzintars-sudrabotais-ledus-cologne-eau-de-cologne-90361/
Sweetie;Bella Senza;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/bella-senza-sweetie-91146/
Tais-toi mon Coeur;Drecoll;Духи / Экстракт;0;;;;[];['floral'];[];['floral-notes'];[];[];https://aromo.ru/fragrance/drecoll-tais_toi-mon-coeur-91402/
Tigress Musk;Faberge;Одеколон;0;;1979;;[];['wood'];[];['ambra', 'gvozdika', 'cinnamon', 'musk', 'powdery-notes', 'sandal', 'vanil'];[];[];https://aromo.ru/fragrance/faberge-tigress-musk-92770/
Topazio;Cheri Milaney;Парфюмерная вода;0;;2009;;[];['citrus'];['lemongrass', 'kedr', 'lime', 'lemon'];['bamboo', 'inzhir', 'rose', 'jasmine'];['ambra', 'kedr'];[];https://aromo.ru/fragrance/cheri-milaney-topazio-93137/
Bedouin;Dar Al Teeb / House of Fragrance;;0;;2015;;[];['fern', 'spicy'];[];['bergamot', 'dubovyj-moh', 'spices'];[];[];https://aromo.ru/fragrance/dar-al-teeb--house-of-fragrance-bedouin-965281/
A Day At The Beach;CocoaPink;;0;;;;[];['gourmet'];[];['dikije-travy', 'iris', 'kokosovoe-molochko', 'sand', 'vanil'];[];[];https://aromo.ru/fragrance/cocoapink-a-day-at-the-beach-687677/
Dalliance;Bramble;Парфюмерная вода;0;;;;[];['chypre', 'wood', 'amber'];[];['ambra', 'drevesnyje-noty', 'shiprovye-noty'];[];[];https://aromo.ru/fragrance/bramble-dalliance-693011/
Timeless;English Blazer;Туалетная вода;0;;;;[];['fern'];['citruses'];['geranium', 'cloves', 'cardamom', 'cinnamon', 'lavender', 'palisander'];['dubovyj-moh', 'pachuli'];[];https://aromo.ru/fragrance/english-blazer-timeless-695477/
Earth Attar;Zents;Масляные духи;0;;;;[];['wood', 'east'];['bergamot', 'fir'];['ladan', 'laurel', 'lily'];['sandal', 'pine', 'vetiver'];[];https://aromo.ru/fragrance/zents-earth-attar-696199/
Pink Rose, Globe Amaranth & Currant;Urban Outfitters;Масляные духи;0;;;;[];['musk', 'wood', 'floral'];[];['white-cedar', 'musk', 'peony', 'rose', 'smorodina'];[];[];https://aromo.ru/fragrance/urban-outfitters-pink-rose_-globe-amaranth-_-currant-696307/
Chalice;The Sage Goddess;;0;;;;[];['floral', 'east'];[];['bergamot', 'galbanum', 'geranium', 'gvozdika', 'myrrh', 'rose'];[];[];https://aromo.ru/fragrance/the-sage-goddess-chalice-699091/
Index Tuberosa;Fresh;Парфюмерная вода;0;;2003;;[];['fruit', 'floral'];['bergamot', 'grusha', 'nektarin'];['mandarin', 'ogurec', 'rose', 'tuberoza'];['ambra', 'dubovyj-moh', 'vanil', 'vetiver'];[];https://aromo.ru/fragrance/fresh-index-tuberosa-perfume-water-eau-de-parfum-705703/
Moonshine Reserve;EastWest Bottlers;Одеколон;0;;2016;;[];['wood'];[];['drevesnyje-noty', 'gin', 'kozha', 'lon', 'pepper', 'tabak'];[];[];https://aromo.ru/fragrance/eastwest-bottlers-moonshine-reserve-744085/
Kokete (1980);Dzintars;Духи / Экстракт;0;;1980;;[];['floral', 'aldehyde'];[];['aldehydes', 'geliotrop', 'musk'];[];[];https://aromo.ru/fragrance/dzintars-kokete-_1980-perfume-extract-parfum-extrait-de-parfum-761601/
Imperial Honey;Perlier;Парфюмерная вода;0;;;;[];['sweet', 'fruit', 'floral'];['orange', 'lemon', 'ptitgrejn-list-citrusovyh'];['kokos', 'mod', 'rose', 'jasmine'];['tonka-bean', 'kedr', 'mod', 'vanil'];[];https://aromo.ru/fragrance/perlier-imperial-honey-764593/
Amorphus' Absurdum;S.A.C.K.Y;Духи / Экстракт;0;;2017;niche;[];['fruit', 'floral'];['orange', 'bergamot'];['osmantus', 'pepper', 'sliva', 'oud', 'vanil'];['ambra', 'dubovyj-moh', 'musk', 'oud'];[];https://aromo.ru/fragrance/s-a-c-k-y-amorphus_-absurdum-776761/
Aloha;Roger & Gallet;Духи / Экстракт;0;;1940;;[];['floral'];[];['floral-notes'];[];[];https://aromo.ru/fragrance/roger--gallet-aloha-perfume-extract-parfum-extrait-de-parfum-787595/
Krishna;Song of India / R-Expo;;0;;;;[];['musk'];[];['musk'];[];[];https://aromo.ru/fragrance/song-of-india-krishna-813909/
Queens Love;Evro Parfum;Туалетная вода;0;;;;[];['floral'];[];['narciss', 'neroli', 'papaja'];[];[];https://aromo.ru/fragrance/evro-parfum-queens-love-818213/
Ice Black;Delta Parfum;;0;;;;[];['fern'];[];['orange', 'eucalyptus', 'cinnamon'];[];[];https://aromo.ru/fragrance/delta-parfum-ice-black-828855/
Turkish Rose & Vanilla;Urban Rituelle;Масляные духи;0;;;;[];['floral'];[];['rose', 'vanil'];[];[];https://aromo.ru/fragrance/urban-rituelle-turkish-rose-_-vanilla-845877/
Angel's Breath Platinum;Angelitos;Туалетная вода;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/angelitos-angel_s-breath-platinum-40362/
Black Velvet;Midnight Gypsy Alchemy;Масляные духи;0;;2012;;[];[];[];[];[];[];https://aromo.ru/fragrance/midnight-gypsy-alchemy-black-velvet-perfume-oil-perfume-oil-44359/
Blonds vs Brunettes;Clash;;0;;2015;;[];[];[];[];[];[];https://aromo.ru/fragrance/clash-blonds-vs-brunettes-44571/
L'Ardente Nuit;Corday;Туалетная вода;0;;;;[];['east'];['bergamot', 'lily-of-the-valley', 'neroli'];['apelsinovyj-cvet-flerdoranzh', 'gvozdika', 'cinnamon', 'rose', 'jasmine'];['ambra', 'tonka-bean', 'musk', 'pachuli', 'sandal', 'vanil', 'civett'];[];https://aromo.ru/fragrance/corday-l_ardente-nuit-67770/
Poseidon Deep;Instituto Español;Туалетная вода;0;;;mass-market;[];['spicy', 'wood'];['elemi', 'galbanum', 'cypress', 'pomelo', 'rose'];['cognac', 'kozha', 'tabak'];['tonka-bean', 'myrrh', 'sakharnyy-trostnik', 'ambergris'];[];https://aromo.ru/fragrance/instituto-espaol-poseidon-deep-toilet-water-eau-de-toilette-2290621/
Leather Musk;Crabtree & Evelyn;Одеколон;0;;2015;;[];['leather'];[];['kozha', 'lemon', 'musk', 'pachuli', 'vetiver'];[];[];https://aromo.ru/fragrance/crabtree--evelyn-leather-musk-68527/
Premium Intense;Roberto Vizzari;Туалетная вода;0;;2017;;[];['wood', 'east'];['eucalyptus', 'jabloko', 'cardamom'];['geranium', 'guajak', 'pine-needles'];['labdanum', 'pachuli', 'fir-resin'];[];https://aromo.ru/fragrance/roberto-vizzari-premium-intense-1060651/
Yacare 2;Margaret Astor;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/margaret-astor-yacare-2-98119/
Lemon;Amygdala;Твёрдые духи;0;;2016;;[];['citrus'];[];['lemon'];[];[];https://aromo.ru/fragrance/amygdala-lemon-417578/
All-Father;Black Phoenix Alchemy Lab;;0;;2017;;[];['fern'];[];['oak', 'fenkhel', 'mod', 'musk', 'pepel'];[];[];https://aromo.ru/fragrance/black-phoenix-alchemy-lab-all_father-506218/
Pristine;House of Matriarch;Духи / Экстракт;0;;2014;;[];['floral'];[];['gardenija'];[];[];https://aromo.ru/fragrance/house-of-matriarch-pristine-537441/
Jean d'Aigle - Fougère;Laboratoires Cadentia;;0;;;;[];['spicy', 'east'];['basil', 'bergamot', 'lemon', 'mint'];['geranium', 'kozha', 'lavender', 'nutmeg'];['tonka-bean', 'pachuli', 'sandal', 'vanil'];[];https://aromo.ru/fragrance/laboratoires-cadentia-jean-d_aigle-_-foug_re-624813/
Fun;Daniel Kublbock;Туалетная вода;0;;2003;;[];['citrus', 'floral'];['orange', 'grapefruit', 'list-pomidora', 'mandarin'];['apelsinovyj-cvet-flerdoranzh', 'perechnaja-mata', 'rozmarin', 'pink-pepper'];['ambra', 'dubovyj-moh'];[];https://aromo.ru/fragrance/daniel-kublbock-fun-59478/
Goddess;Twinkle Apothecary;Духи / Экстракт;0;;;;[];['fern', 'east'];[];['orange', 'geranium', 'pachuli', 'palmaroza'];[];[];https://aromo.ru/fragrance/twinkle-apothecary-goddess-60588/
E 7;Eyfel;Парфюмерная вода;0;;;numbered-perfume;[];['fern'];['bergamot', 'lemon', 'mahagonys', 'sage'];['gvozdika', 'koren-fialki', 'lily-of-the-valley', 'mozhzhevelnik-plody', 'nutmeg', 'peach', 'rose', 'caraway', 'jasmine'];['ambra', 'dubovyj-moh', 'kedr', 'musk', 'fir', 'sandal', 'vetiver'];[];https://aromo.ru/fragrance/eyfel-e-7-perfume-water-eau-de-parfum-2291130/
Habanera;Parfum-Individual Harry Lehmann;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/parfum-individual-harry-lehmann-habanera-61547/
Hazel’s;Melissa Flagg Perfume / Clementine Perfume;Духи / Экстракт;0;;2007;;[];['floral'];[];['gardenija', 'tuberoza', 'lily'];[];[];https://aromo.ru/fragrance/clementine-perfume-melissa-flagg-hawaiian-perfumes-hazel_s-62060/
Hind;Abdul Karim Al Faransi;;0;;2014;;[];[];[];[];[];[];https://aromo.ru/fragrance/abdul-karim-al-faransi-hind-62554/
Javaahir;Raviseine;Масляные духи;0;;;;[];['floral', 'fruit'];['ananas', 'black-currant', 'dyna'];['bojaryshnik', 'rose', 'water-lily', 'jasmine'];['jezhevika', 'peach', 'sandal', 'vetiver'];[];https://aromo.ru/fragrance/raviseine-javaahir-65438/
Jelly Baby - Doctor Who;Bubble and Geek;;0;;2013;;[];[];[];[];[];[];https://aromo.ru/fragrance/bubble-and-geek-jelly-baby-_-doctor-who-65559/
John Sterling (Eau de Toilette);John Sterling;Туалетная вода;0;;;;[];['leather', 'fern'];['bergamot', 'clementine', 'lemon'];['galbanum', 'kozha'];['musk', 'pachuli', 'sandal', 'vanil', 'vetiver'];[];https://aromo.ru/fragrance/john-sterling-john-sterling-_eau-de-toilette-65761/
Jonchee De Mimosa;Memoire Liquide;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/memoire-liquide-jonchee-de-mimosa-65812/
Kyara Koutan;Ensar Oud / Oriscent;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/ensar-oud--oriscent-kyara-koutan-66899/
Imperial Nuit;Arqus;Парфюмерная вода;0;;;mass-market;[];['citrus', 'floral'];['orange', 'bergamot', 'lemon', 'mandarin', 'neroli'];['black-currant', 'violet', 'geliotrop', 'rose', 'green-tea'];['ambra', 'musk', 'sandal'];[];https://aromo.ru/fragrance/arqus-imperial-nuit-perfume-water-eau-de-parfum-2346932/
#73 Bergamot Rose Vanilla;Prouvé;Духи / Экстракт;0;;;niche;[];['floral', 'east'];['bergamot'];['apelsinovyj-cvet-flerdoranzh', 'rose', 'jasmine'];['benzoin', 'ladan', 'pachuli', 'vanil'];[];https://aromo.ru/fragrance/prouve-73-bergamot-rose-vanilla-perfume-extract-parfum-extrait-de-parfum-2397177/
Rose;Body Time;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/body-time-rose-85179/
Jardin Tresor;Festiva / Фестива;Туалетная вода;0;;;;[];['floral'];[];['floral-notes'];[];[];https://aromo.ru/fragrance/festiva-festiva-jardin-tresor-toilet-water-eau-de-toilette-2009129/
Access;Bramble;Парфюмерная вода;0;;;;[];['floral', 'east'];[];['floral-notes', 'oriental-notes'];[];[];https://aromo.ru/fragrance/bramble-access-937929/
Sarah;A Wing & A Prayer Perfumes;;0;;2008;;[];['sweet'];[];['vanil'];[];[];https://aromo.ru/fragrance/a-wing--a-prayer-perfumes-sarah-86615/
Scarlet Fever;The Parlor Apothecary;Туалетная вода;0;;;;[];['floral', 'east'];[];['frangipani', 'gvozdika', 'rose', 'sandal', 'vanil'];[];[];https://aromo.ru/fragrance/the-parlor-apothecary-scarlet-fever-86786/
Sea Wood;La Via del Profumo;Парфюмерная вода;0;;;natural-perfumes;[];['wood', 'spicy'];[];['cloves', 'ginger', 'cinnamon', 'ladan', 'pachuli', 'ambergris', 'vetiver'];[];[];https://aromo.ru/fragrance/la-via-del-profumo-sea-wood-87008/
Seasonal Editions Musk;Perfumer H;;0;;2016;;[];['floral', 'musk'];[];['violet', 'lesnyje-jagody', 'musk'];[];[];https://aromo.ru/fragrance/perfumer-h-seasonal-editions-musk-87025/
Secret Garden;Alterra;Духи / Экстракт;0;;;;[];['floral'];[];['linden-blossom', 'rose', 'jasmine'];[];[];https://aromo.ru/fragrance/alterra-secret-garden-87075/
Speed Man;O Boticario;Одеколон;0;;2004;;[];['fern', 'citrus'];['anise', 'artemizija-polyn', 'bergamot', 'grapefruit'];['geranium', 'nutmeg', 'timjan', 'voda'];['musk', 'pachuli', 'sandal', 'virginia-cedar'];[];https://aromo.ru/fragrance/o-boticario-speed-man-89533/
Stadt Regensburg;Parfumerie Miller;Туалетная вода;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/parfumerie-miller-stadt-regensburg-89919/
Nomads;Nimerè Parfums;Парфюмерная вода;0;;2019;;[];['spicy', 'wood'];['artemizija-polyn', 'spices'];['white-cedar', 'kozha', 'resins'];['ambra', 'musk', 'oud'];[];https://aromo.ru/fragrance/nimere-parfums-nomads-perfume-water-eau-de-parfum-1938461/
Tucuma;Do Brasil;Парфюмерная вода;0;;;;[];['citrus'];['grapefruit', 'red-orange', 'mint', 'sage'];['orange', 'geranium', 'cinnamon', 'coumarin', 'nutmeg'];['ambra', 'pachuli', 'tabak'];[];https://aromo.ru/fragrance/do-brasil-tucuma-93847/
Vanilla Bean;Kuumba Made;Масляные духи;0;;;;[];['gourmet'];[];['vanil'];[];[];https://aromo.ru/fragrance/kuumba-made-vanilla-bean-94817/
Vee Is Around for Her;Deborah Milano;Туалетная вода;0;;2006;mass-market;[];['floral', 'east'];['bergamot', 'frezija', 'osmantus', 'peach'];['jablonevyj-cvet', 'peony', 'vanil', 'jasmine'];['ambra', 'karamel', 'lesnoj-oreh', 'musk', 'virginia-cedar'];[];https://aromo.ru/fragrance/deborah-vee-is-around-for-her-95220/
Vestige;Racco;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/racco-vestige-95726/
Vetivert;Hové Parfumeur, Ltd.;;0;;1960;;[];[];[];[];[];[];https://aromo.ru/fragrance/hove-parfumeur-ltd-vetivert-95843/
What A Stud;Aromi;Одеколон;0;;;;[];['fern', 'citrus'];[];['orange', 'bergamot', 'dubovyj-moh', 'grapefruit', 'ladan', 'juniper', 'musk', 'rozmarin'];[];[];https://aromo.ru/fragrance/aromi-what-a-stud-96964/
Женский аромат № 408 Anna;АЮ Dreams;Духи / Экстракт;0;;;mass-market;[];['amber', 'floral'];['abrikos', 'grusha', 'jezhevika', 'neroli', 'green-notes'];['apelsinovyj-cvet-flerdoranzh', 'geliotrop', 'cashmeran', 'narciss', 'osmantus', 'rose', 'sandal', 'vanil', 'vetiver', 'jasmine'];['ambra', 'drevesnyje-noty', 'musk'];[];https://aromo.ru/fragrance/ayu-dreams-zhenskiy-aromat-_-408-anna-perfume-extract-parfum-extrait-de-parfum-2288742/
Windsor;Alfaroma;Одеколон;0;;;;[];['fern'];['orange', 'bergamot'];['lavender', 'rozmarin', 'sage'];['musk', 'sandal'];[];https://aromo.ru/fragrance/alfaroma-windsor-97638/
Xmas Chimes;Du Bois / Paul Du Bois / Dubois;Духи / Экстракт;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/du-bois--paul-du-bois--dubois-xmas-chimes-98051/
Roma Fiori Bianchi;Laura Biagiotti;Туалетная вода;0;;2023;suite;['nathalie-lorson'];['floral', 'gourmet'];['bergamot', 'grusha', 'nard'];['violet', 'gardenija', 'mindal', 'jasmine'];['tonka-bean', 'musk', 'sandal'];[];https://aromo.ru/fragrance/laura-biagiotti-roma-fiori-bianchi-toilet-water-eau-de-toilette-2420725/
Fascination;Bryenne;Духи / Экстракт;0;;;;[];['floral'];[];['floral-notes'];[];[];https://aromo.ru/fragrance/bryenne-fascination-942979/
Equilibre;Sultan Pasha Attars;Масляные духи;0;;2018;;[];['floral', 'east'];['bergamot', 'violet', 'red-orange', 'lemon', 'neroli'];['apelsinovyj-cvet-flerdoranzh', 'rose', 'zhasmin-grandiflorum'];['ambra', 'ambrarome', 'benzoin', 'mimosa', 'mod', 'musk', 'opopanax', 'sandal', 'oud', 'vetiver', 'civett'];[];https://aromo.ru/fragrance/sultan-pasha-attars-equilibre-perfume-oil-perfume-oil-1288543/
Bourbon Oud;Alyson Oldoini;Парфюмерная вода;0;;2019;;[];['east', 'gourmet'];[];['ambra', 'benzoin', 'tonka-bean', 'cocoa', 'musk', 'spices', 'vanil'];[];[];https://aromo.ru/fragrance/alyson-oldoini-bourbon-oud-perfume-water-eau-de-parfum-2114837/
Aron;Yanina Yakusheva Perfumes;Парфюмерная вода;0;;2019;;[];['wood', 'east'];['abrikos', 'saffron'];['pachuli', 'oud', 'zamsha'];['dubovyj-moh', 'musk', 'sandal', 'vanil'];[];https://aromo.ru/fragrance/yanina-yakusheva-perfumes-aron-perfume-water-eau-de-parfum-1965065/
Rêveurs;Reflexion;Парфюмерная вода;0;;2019;;[];['sweet', 'musk', 'floral'];[];['benzoin', 'chaj', 'chubushnik-sadovyy-zhasmin', 'gourmand-notes', 'jezhevika', 'musk'];[];[];https://aromo.ru/fragrance/reflexion-r_veurs-perfume-water-eau-de-parfum-2143531/
Viola;Nutrimetics;;0;;2005;;[];['floral'];['galbanum', 'cypress', 'list-fialki'];['buton-chernoj-smorodiny', 'lily-of-the-valley', 'rose'];['ambra', 'musk'];[];https://aromo.ru/fragrance/nutrimetics-viola-708841/
Віолетъ-де-Пармъ;Rallet;Духи / Экстракт;0;;;;[];['floral'];[];['floral-notes', 'violet'];[];[];https://aromo.ru/fragrance/rallet-violet_de_parm-763921/
Lacoste;Jean Patou;Туалетная вода;0;;1970;;[];[];[];[];[];[];https://aromo.ru/fragrance/code-677-lacoste/
Flori Grana;Myrurgia;;0;;1930;;[];['chypre', 'floral'];[];['citruses', 'cvetok-granata'];[];[];https://aromo.ru/fragrance/myrurgia-flori-grana-792011/
Rusé (Eau de Toilette);Corday;Туалетная вода;0;;;;[];['green', 'floral', 'chypre'];['bergamot', 'citruses', 'narciss', 'neroli', 'ptitgrejn-list-citrusovyh', 'green-notes'];['geranium', 'hyacinth', 'gvozdika', 'iris', 'lily-of-the-valley', 'mimosa', 'rose', 'verbena', 'jasmine'];['benzoin', 'dubovyj-moh', 'galbanum', 'iris', 'kozha', 'labdanum', 'pachuli', 'peruvian-balsam', 'sandal', 'vetiver', 'civett'];[];https://aromo.ru/fragrance/corday-rus_-_eau-de-toilette-817025/
Damask Gold;Delta Parfum;;0;;;;[];['wood'];[];['basil', 'pachuli', 'sandal'];[];[];https://aromo.ru/fragrance/delta-parfum-damask-gold-829159/
Bitter Citrus;The Store of Ma;Одеколон;0;;;;[];['citrus'];[];['citruses'];[];[];https://aromo.ru/fragrance/the-store-of-ma-bitter-citrus-829831/
Athena's Legacy;Miniso;Парфюмерная вода;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/miniso-athena_s-legacy-2344260/
Nouveaunille;House of Matriarch;Духи / Экстракт;0;;2018;artisanal-perfumery;[];['spicy', 'wood', 'gourmet'];[];['black-vanilla', 'guajak', 'karamel', 'musk', 'fenugreek', 'sandal', 'oud', 'vanil', 'madagascan-vanilla'];[];[];https://aromo.ru/fragrance/house-of-matriarch-nouveaunille-perfume-extract-parfum-extrait-de-parfum-1650723/
Isla Tropical;Parfums Vintage;Парфюмерная вода;0;;2019;;[];['fruit', 'floral'];['bergamot', 'kokos', 'lime', 'mandarin'];['gibiskus', 'ilang-ilang', 'jasmine'];['white-musk', 'rom', 'sakharnyy-trostnik'];[];https://aromo.ru/fragrance/vintage-parfums-isla-tropical-perfume-water-eau-de-parfum-2192275/
Normandie Édition Limitée Numérotée;Jean Patou;;0;;1940;;[];['spicy', 'wood'];[];['drevesnyje-noty', 'spices'];[];[];https://aromo.ru/fragrance/jean-patou-normandie-_dition-limit_e-num_rot_e-918699/
Forest Ritual;Tesori d`Oriente;Духи / Экстракт;0;;2022;;[];['citrus', 'spicy', 'wood', 'floral'];['ginger', 'lemon'];['rose', 'water-lily'];['ambra', 'hinoki', 'moss'];[];https://aromo.ru/fragrance/tesori-doriente-forest-ritual-perfume-extract-parfum-extrait-de-parfum-2409677/
Bakhoor Hindi;Abdul Karim Al Faransi;;0;;2014;;[];[];[];[];[];[];https://aromo.ru/fragrance/abdul-karim-al-faransi-bakhoor-hindi-42638/
