name;brand;type;rating_value;rating_count;year;segment;perfumers;families;top_notes;middle_notes;bottom_notes;users_notes;url
Peche Cardinal;MDCI Parfums;Парфюмерная вода;4,3;12 оценок;;;;fruit, floral;artemizija-polyn, black-currant, jezhevika, kokos, peach;sliva, tuberoza, lily;kedr, musk, sandal;jezhevika, kokos, musk, peach, sandal, tuberoza, black-currant, lily;https://aromo.ru/fragrance/mdci-parfums-peche-cardinal-perfume-water-eau-de-parfum-80672/
Miss Boucheron;Boucheron;Парфюмерная вода;4,3;12 оценок;;;;floral;bergamot, granat, pink-pepper;cyclamen, violet, rose;iris, musk, virginia-cedar, zamsha;;https://aromo.ru/fragrance/boucheron-miss-boucheron-perfume-water-eau-de-parfum-73956/
Rose 31;Le Labo;Парфюмерная вода;4,3;12 оценок;;;;wood, floral;rose, caraway;white-cedar, rose, vetiver;guajak, labdanum, ladan, musk, oud;rose, labdanum, caraway, vetiver, musk, white-cedar, ladan;https://aromo.ru/fragrance/le-labo-rose-31-perfume-water-eau-de-parfum-84961/
Crystal Aura;Avon;Парфюмерная вода;4,3;12 оценок;;;;musk, wood, floral;karambola, osmantus;buzina-chernaja, rose;drevesnyje-noty, musk;rose, osmantus, karambola, musk, buzina-chernaja;https://aromo.ru/fragrance/avon-crystal-aura-perfume-water-eau-de-parfum-50631/
Fou d'Absinthe;L'Artisan Parfumeur;Парфюмерная вода;4,3;12 оценок;;;;fern, aromatic;artemizija-polyn, black-currant, dagil;star-anise, cloves, ginger, nutmeg, pachuli, pepper;pine-needles, ladan, fir-resin;star-anise, artemizija-polyn, ladan, nutmeg, pachuli, fir-resin;https://aromo.ru/fragrance/lartisan-parfumeur-fou-d_absinthe-perfume-water-eau-de-parfum-58778/
Saga;Oriflame;Туалетная вода;4,3;12 оценок;;;;fruit, floral;black-currant, rose;floral-notes, peach, sliva;musk, pachuli, sandal;;https://aromo.ru/fragrance/oriflame-saga-toilet-water-eau-de-toilette-86088/
Nuit Des Bourbon;Princesse Marina De Bourbon;Парфюмерная вода;4,3;12 оценок;;;;floral, east;mandarin, pepper, pink-pepper;apelsinovyj-cvet-flerdoranzh, rose, jasmine;ambra, white-musk;;https://aromo.ru/fragrance/princesse-marina-de-bourbon-nuit-des-bourbon-perfume-water-eau-de-parfum-77671/
Nina;Nina Ricci;Туалетная вода;4,3;12 оценок;;;;chypre, floral;aldehydes, apelsinovyj-cvet-flerdoranzh, basil, bergamot, mimosa, peach, green-notes;violet, ilang-ilang, iris, laurel, mimosa, rose, jasmine;black-currant, dubovyj-moh, iris, musk, pachuli, sandal, vetiver, civett;aldehydes, apelsinovyj-cvet-flerdoranzh, dubovyj-moh, ilang-ilang, mimosa, musk, rose, jasmine;https://aromo.ru/fragrance/nina-ricci-nina-toilet-water-eau-de-toilette-76859/
Adriana;Yodeyma Paris;Парфюмерная вода;4,3;12 оценок;;;;fruit, gourmet;black-currant;vanil;drevesnyje-noty;vanil, black-currant, drevesnyje-noty;https://aromo.ru/fragrance/yodeyma-adriana-perfume-water-eau-de-parfum-38252/
Beautiful Day;Castelbajac;Парфюмерная вода;4,3;12 оценок;2017;premium;maurice-roucel;sweet, fruit, floral;;apelsinovyj-cvet-flerdoranzh, tonka-bean, geliotrop, bitter-orange, lily-of-the-valley, mindal, musk, vanil;;mindal, geliotrop, vanil, apelsinovyj-cvet-flerdoranzh, tonka-bean, bitter-orange, musk, lily-of-the-valley;https://aromo.ru/fragrance/castelbajac-beautiful-day-perfume-water-eau-de-parfum-463343/
Black Suede Touch;Avon;Туалетная вода;4,3;12 оценок;2006;mass-market;;east;ginger, pepper, spices;vanil;cashmeran, pachuli;ginger, nutmeg, musk, pepper, vanil;https://aromo.ru/fragrance/avon-black-suede-touch-toilet-water-eau-de-toilette-44321/
Mr. Incognito;Faberlic;Туалетная вода;4,3;12 оценок;2018;mass-market;;fern, spicy, wood;bergamot, clementine, lavender, pepper, ptitgrejn-list-citrusovyh;basil, elemi, mint, petrushka;dubovyj-moh, kedr, musk, pachuli;;https://aromo.ru/fragrance/faberlic-mr_-incognito-toilet-water-eau-de-toilette-1617283/
Pur Desir de Pivoine;Yves Rocher;Туалетная вода;4,3;12 оценок;2005;mass-market;;floral;;peony;;peony;https://aromo.ru/fragrance/yves-rocher-pur-desir-de-pivoine-toilet-water-eau-de-toilette-82904/
New York Nights;Demeter;Одеколон;4,3;12 оценок;2013;mass-market;;floral, east;;black-vanilla, ilang-ilang, krasniy-mak, tabak, vetiver, coca-leaves;;ilang-ilang, vetiver, black-vanilla, tabak;https://aromo.ru/fragrance/demeter-fragrance-new-york-nights-cologne-eau-de-cologne-76639/
Pineberry;Zara;Туалетная вода;4,3;12 оценок;2018;mass-market;;citrus, gourmet;lemon;lesnoj-oreh;vanil;lesnoj-oreh, lemon, vanil;https://aromo.ru/fragrance/zara-pineberry-toilet-water-eau-de-toilette-1260373/
Caipirinha;Demeter;Одеколон;4,3;12 оценок;2016;mass-market;;citrus;;caipirinha, lime, liqueur, sakharnyy-trostnik;;lime, liqueur, sakharnyy-trostnik;https://aromo.ru/fragrance/demeter-fragrance-caipirinha-cologne-eau-de-cologne-46456/
Sweet Violet;Monotheme Fine Fragrances Venezia;Туалетная вода;4,3;12 оценок;2005;mass-market;lorenzo-vidal;musk, wood, floral;;violet, musk;;musk, violet;https://aromo.ru/fragrance/monotheme-fine-fragrances-venezia-sweet-violet-toilet-water-eau-de-toilette-91125/
Lemon Meringue;Demeter;Одеколон;4,3;12 оценок;2014;mass-market;;citrus;;beze, lemon, vanil;;beze, vanil;https://aromo.ru/fragrance/demeter-fragrance-lemon-meringue-cologne-eau-de-cologne-68918/
Stable;Demeter;Одеколон;4,3;12 оценок;2000;mass-market;;sweet, musk;;musk, seno;;seno, musk;https://aromo.ru/fragrance/demeter-fragrance-stable-cologne-eau-de-cologne-89915/
Dior Homme Parfum;Dior;Духи / Экстракт;4,3;12 оценок;2014;suite;francois-demachy;leather, wood, floral;orange, iris;kozha, rose;ambretta, kedr, sandal, oud;iris, kozha, orange, oud, rose, sandal;https://aromo.ru/fragrance/dior-dior-homme-parfum-perfume-extract-parfum-extrait-de-parfum-52454/
Riflesso;Trussardi;Туалетная вода;4,3;12 оценок;2017;suite;veronique-nyberg;fern, wood, east;bergamot, pink-grapefruit, zelenoje-jabloko;lavender, list-fialki, nutmeg;tonka-bean, kozha, vetiver;nutmeg, bergamot, tonka-bean, list-fialki, pink-grapefruit, lavender, vetiver;https://aromo.ru/fragrance/trussardi-riflesso-toilet-water-eau-de-toilette-549889/
Escada Collection;Escada;Дневные духи;4,3;12 оценок;1997;suite;francoise-caron;floral, east;karamel, sliva;apelsinovyj-cvet-flerdoranzh, white-flowers, rose, jasmine;tonka-bean, kedr, musk, sandal;tonka-bean, karamel, sandal, sliva, jasmine;https://aromo.ru/fragrance/escada-escada-collection-daytime-perfume-parfum-de-toilette-55611/
Si Passione Intense;Giorgio Armani;Парфюмерная вода;4,3;12 оценок;2020;suite;julie-masse;wood, floral;black-currant;jasmine;kedr, musk, pachuli, vanil;black-currant, kedr, jasmine, vanil;https://aromo.ru/fragrance/giorgio-armani-si-passione-intense-perfume-water-eau-de-parfum-2274413/
Amor Amor In a Flash;Cacharel;Туалетная вода;4,3;12 оценок;2013;suite;pierre-negrin;fruit, floral, gourmet;abrikos, jabloko-krasnoje, mandarin;cinnamon, jasmine;karamel, sandal, vanil;karamel;https://aromo.ru/fragrance/cacharel-amor-amor-in-a-flash-toilet-water-eau-de-toilette-39989/
Magnificent Gold;Yves Saint Laurent;Парфюмерная вода;4,3;12 оценок;2017;suite;honorine-blanc;east;pink-pepper, saffron;sandal, vanil;musk, oud;musk, saffron, oud, vanil;https://aromo.ru/fragrance/yves-saint-laurent-magnificent-gold-perfume-water-eau-de-parfum-544153/
Delicious Night;Donna Karan;Парфюмерная вода;4,3;12 оценок;2008;suite;jean-marc-chaillan;floral, east;frezija, ginger, jezhevika, pomelo;iris, orchid, jasmine;ambra, ladan, myrrh, pachuli, vetiver;jezhevika, ginger, myrrh;https://aromo.ru/fragrance/donna-karan-delicious-night-perfume-water-eau-de-parfum-51835/
Cargo de Nuit;Prada;Парфюмерная вода;4,3;12 оценок;2015;suite;daniela-roche-andrier;spicy, wood;;ambretta, kedr, coumarin;;ambretta, coumarin;https://aromo.ru/fragrance/prada-cargo-de-nuit-perfume-water-eau-de-parfum-78166/
Narciso Rodriguez For Her Iridescent;Narciso Rodriguez;Ароматная дымка;4,3;12 оценок;2010;suite;francis-kurkdian;chypre, floral;;apelsinovyj-cvet-flerdoranzh, musk, osmantus;;;https://aromo.ru/fragrance/narciso-rodriguez-narciso-rodriguez-for-her-iridescent-fragrant-haze-fragrance-mist-76039/
Rose;Molinard;Парфюмерная вода;4,3;12 оценок;2015;suite;;floral, east;rose;violet, geranium, cloves, romashka;mindal, musk, vanil;rose, geranium, cloves, mindal, vanil, violet, musk, romashka;https://aromo.ru/fragrance/molinard-rose-perfume-water-eau-de-parfum-85067/
Oud Cashmere Mood;Maison Francis Kurkdjian;Духи / Экстракт;4,3;12 оценок;2013;suite;francis-kurkdian;east;;benzoin, labdanum, oud, vanil;;benzoin, labdanum, oud;https://aromo.ru/fragrance/maison-francis-kurkdjian-oud-cashmere-mood-perfume-extract-parfum-extrait-de-parfum-79210/
Mon Precieux Nectar;Guerlain;Духи / Экстракт;4,3;12 оценок;2012;suite;thierry-wasser;musk, wood, floral;floral-notes;apelsinovyj-cvet-flerdoranzh, jasmine;white-musk, ladan, vanil;apelsinovyj-cvet-flerdoranzh, white-musk, floral-notes;https://aromo.ru/fragrance/guerlain-mon-precieux-nectar-perfume-extract-parfum-extrait-de-parfum-74464/
Fuel For Life Unlimited;Diesel;Парфюмерная вода;4,3;12 оценок;2008;suite;harry-fremont, olivier-cresp, jacques-cavallier;fruit, floral;guava, lemon, mandarin, peach;aloe, licorice, tuberoza, jasmine, lily;white-cedar, musk, sandal;musk, guava, sandal, jasmine;https://aromo.ru/fragrance/diesel-fuel-for-life-unlimited-perfume-water-eau-de-parfum-52374/
5th Avenue Nights;Elizabeth Arden;Парфюмерная вода;4,3;12 оценок;2008;suite;marypierre-julien;floral, east;bergamot, cyclamen, frezija, mandarin, rose;geliotrop, kala, lily-of-the-valley, rozovyy-pion, jasmine;belyj-shokolad, drevesnyje-noty, musk, vanil;belyj-shokolad;https://aromo.ru/fragrance/elizabeth-arden-5th-avenue-nights-perfume-water-eau-de-parfum-37298/
Vetyver Blanc;Lanvin;Туалетная вода;4,3;12 оценок;2011;suite;;fern;;bergamot, frezija, sandal, vetiver;;;https://aromo.ru/fragrance/lanvin-vetyver-blanc-toilet-water-eau-de-toilette-524499/
Mitsouko Eau de Toilette;Guerlain;Туалетная вода;4,3;12 оценок;1919;suite;jacques-guerlain;chypre, fruit;bergamot, citruses, rose, jasmine;ilang-ilang, peach, rose, siren, jasmine;ambra, white-musk, dubovyj-moh, cinnamon, spices, vetiver;bergamot, peach, rose, spices, ambra, white-musk, citruses, dubovyj-moh, ilang-ilang, cinnamon, siren, vetiver;https://aromo.ru/fragrance/guerlain-mitsouko-eau-de-toilette-toilet-water-eau-de-toilette-674631/
Black Opium Shine On;Yves Saint Laurent;Парфюмерная вода;4,3;12 оценок;2019;suite;nathalie-lorson, marie-salamagne, olivier-cresp, honorine-blanc;east, gourmet;apelsinovyj-cvet-flerdoranzh, grusha, pink-pepper;coffee, licorice, mindal, jasmine;cashmeran, kedr, pachuli, vanil;;https://aromo.ru/fragrance/yves-saint-laurent-black-opium-shine-on-perfume-water-eau-de-parfum-2077331/
Mistero di Roma Donna;Laura Biagiotti;Туалетная вода;4,3;12 оценок;2010;suite;;east, gourmet;grapefruit, jabloko, mandarin;anise, cyclamen, geliotrop, mindal;ambra, myrrh, musk, sandal, vanil;;https://aromo.ru/fragrance/laura-biagiotti-mistero-di-roma-donna-toilet-water-eau-de-toilette-74167/
Parisienne Edition Singuliere;Yves Saint Laurent;Парфюмерная вода;4,3;12 оценок;2013;suite;;fruit, floral;chernika, klukva, vinyl;violet, rose;sandal, vetiver;violet, klukva, rose, vinyl;https://aromo.ru/fragrance/yves-saint-laurent-parisienne-edition-singuliere-perfume-water-eau-de-parfum-80088/
Rose 2018;L`Occitane en Provence;Туалетная вода;4,3;12 оценок;2018;suite;;floral;lichi, raspberry, pink-pepper;violet, rose;white-musk, pachuli;raspberry, rose, white-musk, violet, lichi, pink-pepper, pachuli;https://aromo.ru/fragrance/loccitane-en-provence-rose-2018-toilet-water-eau-de-toilette-1605837/
Supreme Sandal;Roberto Cavalli;Парфюмерная вода;4,3;12 оценок;2016;suite;;east;;mod, sandal, saffron, vanil;;;https://aromo.ru/fragrance/roberto-cavalli-supreme-sandal-perfume-water-eau-de-parfum-60642/
Day For Night;Prada;Парфюмерная вода;4,3;12 оценок;2015;suite;daniela-roche-andrier;amber, leather;;ambra, kozha;;;https://aromo.ru/fragrance/prada-day-for-night-perfume-water-eau-de-parfum-78167/
Murano Zahira;Bvlgari;Парфюмерная вода;4,3;12 оценок;2018;suite;daniela-roche-andrier;floral, east;cinnamon;ilang-ilang;benzoin, sandal;;https://aromo.ru/fragrance/bvlgari-murano-zahira-perfume-water-eau-de-parfum-1507725/
Addictive Vibration;Initio Parfums Prives;Парфюмерная вода;4,3;12 оценок;2016;niche;;musk, floral;;apelsinovyj-cvet-flerdoranzh, jablonevyj-cvet, mod, musk, vanil;;jablonevyj-cvet, mod, vanil;https://aromo.ru/fragrance/initio-parfums-prives-addictive-vibration-perfume-water-eau-de-parfum-38136/
Zafeer Oud Vanille;Alexandre.J;Парфюмерная вода;4,3;12 оценок;2012;niche;;east, gourmet;kokos, toffee, kozha;tonka-bean, cloves, ilang-ilang, white-woods;musk, oud, vanil;toffee, vanil, oud, cloves, ilang-ilang, kozha, white-woods, tonka-bean, kokos;https://aromo.ru/fragrance/alexandre-j-zafeer-oud-vanille-perfume-water-eau-de-parfum-98471/
Jasmine Sambac & Marigold;Jo Malone;Одеколон;4,3;12 оценок;2018;niche;mathilde-bijaoui, jo-malone;floral, east;kalendula-ili-nogotki, lemon;ilang-ilang, zhasmin-sambak;ambra, benzoin, vanil;zhasmin-sambak, ilang-ilang, vanil, ambra, benzoin, kalendula-ili-nogotki, lemon;https://aromo.ru/fragrance/jo-malone-jasmine-sambac-a-marigold-cologne-eau-de-cologne-1152363/
Serge Noire;Serge Lutens;Парфюмерная вода;4,3;12 оценок;2008;niche;christopher-sheldrake, serge-lutens;east;;drevesnyje-noty, ebony, elemi, cloves, cinnamon, ladan, pachuli, caraway;;cloves, ladan, drevesnyje-noty;https://aromo.ru/fragrance/serge-lutens-serge-noire-perfume-water-eau-de-parfum-87455/
Khaltat Night Perfume Oil;Attar Collection;Масляные духи;4,3;12 оценок;2015;niche;;east;jabloko-krasnoje, vishna;vanil, jasmine;ambra, cloves, cinnamon, musk, pachuli;;https://aromo.ru/fragrance/attar-collection-khaltat-night-perfume-oil-perfume-oil-perfume-oil-1884739/
Curious Heart;Britney Spears;Парфюмерная вода;4,3;12 оценок;2007;aroma-celebrity;claude-dir;fruit, floral;grusha, lotos, magnolija;cyclamen, tuberoza, jasmine;musk, vanil;;https://aromo.ru/fragrance/britney-spears-curious-heart-perfume-water-eau-de-parfum-50915/
Weekend For Women;Burberry;Парфюмерная вода;4,3;119 оценок;1997;suite;federico-restrepo, nathalie-lorson;floral;mandarin, rezeda, sage;cyclamen, violet, hyacinth, iris, nektarin, persikovyj-cvet, shipovnik;kedr, musk, sandal;mandarin, iris, nektarin, violet, hyacinth, persikovyj-cvet, sandal, musk, sage, rezeda, kedr, cyclamen, shipovnik;https://aromo.ru/fragrance/burberry-weekend-for-women-perfume-water-eau-de-parfum-96915/
Rumeur 2 Rose;Lanvin;Парфюмерная вода;4,3;118 оценок;2006;suite;honorine-blanc;fruit, floral;orange, bergamot, grapefruit, grusha, lemon, green-notes;lily-of-the-valley, magnolija, rose, jasmine, honeysuckle;ambra, musk, pachuli;rose, lemon, bergamot, magnolija, musk, grapefruit, lily-of-the-valley, orange, green-notes, jasmine, ambra, grusha, pachuli, honeysuckle;https://aromo.ru/fragrance/lanvin-rumeur-2-rose-perfume-water-eau-de-parfum-85809/
This Is Her!;Zadig & Voltaire;Парфюмерная вода;4,3;117 оценок;2016;suite;sidonie-lancesseur, michel-almairac;east, gourmet;pink-pepper, zhasmin-sambak;kashtan, vanil, vzbitye-slivki;cashmeran, sandal;vzbitye-slivki, vanil, cashmeran, pink-pepper, sandal, kashtan, zhasmin-sambak;https://aromo.ru/fragrance/zadig--voltaire-this-is-her-perfume-water-eau-de-parfum-92651/
La Petite Robe Noire;Guerlain;Парфюмерная вода;4,3;113 оценок;2012;suite;thierry-wasser;fruit, floral;bergamot, chereshna, mindal, pink-pepper;chaj, licorice, rose;ambra, anise, iris, pachuli, vanil;mindal, pachuli, vanil, chereshna, chaj, licorice, pink-pepper, ambra, rose, iris, bergamot, anise;https://aromo.ru/fragrance/guerlain-la-petite-robe-noire-perfume-water-eau-de-parfum-67195/
Musk Kashmir;Attar Collection;Парфюмерная вода;4,3;110 оценок;2016;niche;;musk, spicy, wood;;white-musk, white-pepper, gardenija, cloves, sandal;;white-musk, white-pepper, sandal, gardenija, cloves;https://aromo.ru/fragrance/attar-collection-musk-kashmir-perfume-water-eau-de-parfum-75467/
Wild Geranium;Aerin;Парфюмерная вода;4,3;11 оценок;;;;floral;geranium, lemon, pink-pepper;narciss, tuberoza, white-peony, may-rose-rosa-centifolia;ambroxan, benzoin;lemon, narciss, pink-pepper, tuberoza, white-peony, may-rose-rosa-centifolia, ambroxan, benzoin, geranium;https://aromo.ru/fragrance/aerin-lauder-wild-geranium-perfume-water-eau-de-parfum-2272143/
Sparkling Blush;Michael Kors;Парфюмерная вода;4,3;11 оценок;;;;fruit, floral;bergamot, grusha, lichi, pink-pepper;frangipani, magnolija, rose, jasmine, lily;ambra, sandal, vanil, vetiver;black-currant, magnolija, rose, vetiver, lily;https://aromo.ru/fragrance/michael-kors-sparkling-blush-perfume-water-eau-de-parfum-1502037/
Royal Mango;M. Micallef;Парфюмерная вода;4,3;11 оценок;;;;fruit, east;peach, rose, saffron;;karamel, musk, pachuli, vanil;pachuli, karamel, musk, peach, saffron, vanil, raspberry, mango, rose;https://aromo.ru/fragrance/m-micallef-royal-mango-perfume-water-eau-de-parfum-720105/
Dance With Givenchy;Givenchy;Туалетная вода;4,3;11 оценок;;;;floral;apelsinovyj-cvet-flerdoranzh, jabloko, mandarin;ilang-ilang, jasmine;drevesnyje-noty, musk, vanil;apelsinovyj-cvet-flerdoranzh, musk, drevesnyje-noty, ilang-ilang, jabloko, vanil;https://aromo.ru/fragrance/givenchy-dance-with-givenchy-toilet-water-eau-de-toilette-51226/
Ellipse;Jacques Fath;Духи / Экстракт;4,3;11 оценок;;;;chypre;aldehydes, bergamot, mandarin, green-notes;nutmeg, rose, vetiver, jasmine;dubovyj-moh, kedr, musk, pine;dubovyj-moh, nutmeg, green-notes, jasmine, aldehydes, bergamot, rose, vetiver;https://aromo.ru/fragrance/jacques-fath-ellipse-perfume-extract-parfum-extrait-de-parfum-54903/
One Man Show;Jacques Bogart;Туалетная вода;4,3;11 оценок;1980;premium;;chypre;artemizija-polyn, basil, bergamot, galbanum, palisander, caraway;geranium, cloves, pine-needles, labdanum, nutmeg, pachuli, rose, spices, vetiver, jasmine;ambra, white-cedar, tonka-bean, dubovyj-moh, kastoreum, kokos, sandal, styrax, vanil;cloves, ambra, artemizija-polyn, basil, white-cedar, bergamot, dubovyj-moh, geranium, pine-needles, labdanum, palisander, sandal, vetiver;https://aromo.ru/fragrance/jacques-bogart-one-man-show-toilet-water-eau-de-toilette-78357/
